id,timestamp,station_id,station_name,available_bikes,standard_bikes,ebikes,empty_docks,total_docks,latitude,longitude
664902,2026-03-21 07:32:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
664903,2026-03-21 07:32:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",0,0,0,14,18,51.505014,-0.17306
664904,2026-03-21 07:32:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
664905,2026-03-21 07:32:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
664906,2026-03-21 07:32:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
664907,2026-03-21 07:32:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
664908,2026-03-21 07:32:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
664909,2026-03-21 07:33:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
664910,2026-03-21 07:33:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
664911,2026-03-21 07:33:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
664912,2026-03-21 07:33:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
664913,2026-03-21 07:33:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
664914,2026-03-21 07:33:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
664915,2026-03-21 07:33:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
664916,2026-03-21 07:33:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
664917,2026-03-21 07:33:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
664918,2026-03-21 07:33:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
664919,2026-03-21 07:33:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
664920,2026-03-21 07:33:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
664921,2026-03-21 07:33:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
664922,2026-03-21 07:33:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
664923,2026-03-21 07:33:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
664924,2026-03-21 07:33:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",0,0,0,14,18,51.505014,-0.17306
664925,2026-03-21 07:33:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
664926,2026-03-21 07:33:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
664927,2026-03-21 07:33:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
664928,2026-03-21 07:33:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
664929,2026-03-21 07:33:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
664930,2026-03-21 07:34:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
664931,2026-03-21 07:34:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
664932,2026-03-21 07:34:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
664933,2026-03-21 07:34:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
664934,2026-03-21 07:34:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
664935,2026-03-21 07:34:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
664936,2026-03-21 07:34:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
664937,2026-03-21 07:34:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
664938,2026-03-21 07:34:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
664939,2026-03-21 07:34:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
664940,2026-03-21 07:34:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
664941,2026-03-21 07:34:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
664942,2026-03-21 07:34:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
664943,2026-03-21 07:34:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
664944,2026-03-21 07:34:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
664945,2026-03-21 07:34:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",0,0,0,14,18,51.505014,-0.17306
664946,2026-03-21 07:34:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
664947,2026-03-21 07:34:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
664948,2026-03-21 07:34:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
664949,2026-03-21 07:34:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
664950,2026-03-21 07:34:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
664951,2026-03-21 07:35:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
664952,2026-03-21 07:35:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
664953,2026-03-21 07:35:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
664954,2026-03-21 07:35:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
664955,2026-03-21 07:35:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
664956,2026-03-21 07:35:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
664957,2026-03-21 07:35:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
664958,2026-03-21 07:35:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
664959,2026-03-21 07:35:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
664960,2026-03-21 07:35:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
664961,2026-03-21 07:35:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
664962,2026-03-21 07:35:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
664963,2026-03-21 07:35:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
664964,2026-03-21 07:35:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
664965,2026-03-21 07:35:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
664966,2026-03-21 07:35:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",0,0,0,14,18,51.505014,-0.17306
664967,2026-03-21 07:35:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
664968,2026-03-21 07:35:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
664969,2026-03-21 07:35:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
664970,2026-03-21 07:35:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
664971,2026-03-21 07:35:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
664972,2026-03-21 07:36:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
664973,2026-03-21 07:36:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
664974,2026-03-21 07:36:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
664975,2026-03-21 07:36:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
664976,2026-03-21 07:36:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
664977,2026-03-21 07:36:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
664978,2026-03-21 07:36:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
664979,2026-03-21 07:36:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
664980,2026-03-21 07:36:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
664981,2026-03-21 07:36:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
664982,2026-03-21 07:36:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
664983,2026-03-21 07:36:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
664984,2026-03-21 07:36:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
664985,2026-03-21 07:36:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
664986,2026-03-21 07:36:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
664987,2026-03-21 07:36:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",0,0,0,14,18,51.505014,-0.17306
664988,2026-03-21 07:36:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
664989,2026-03-21 07:36:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
664990,2026-03-21 07:36:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
664991,2026-03-21 07:36:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
664992,2026-03-21 07:36:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
664993,2026-03-21 07:37:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
664994,2026-03-21 07:37:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
664995,2026-03-21 07:37:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
664996,2026-03-21 07:37:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
664997,2026-03-21 07:37:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
664998,2026-03-21 07:37:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
664999,2026-03-21 07:37:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
665000,2026-03-21 07:37:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
665001,2026-03-21 07:37:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
665002,2026-03-21 07:37:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
665003,2026-03-21 07:37:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
665004,2026-03-21 07:37:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
665005,2026-03-21 07:37:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
665006,2026-03-21 07:37:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
665007,2026-03-21 07:37:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
665008,2026-03-21 07:37:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",0,0,0,14,18,51.505014,-0.17306
665009,2026-03-21 07:37:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
665010,2026-03-21 07:37:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
665011,2026-03-21 07:37:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
665012,2026-03-21 07:37:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
665013,2026-03-21 07:37:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
665014,2026-03-21 07:38:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
665015,2026-03-21 07:38:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
665016,2026-03-21 07:38:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
665017,2026-03-21 07:38:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
665018,2026-03-21 07:38:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
665019,2026-03-21 07:38:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
665020,2026-03-21 07:38:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
665021,2026-03-21 07:38:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
665022,2026-03-21 07:38:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
665023,2026-03-21 07:38:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
665024,2026-03-21 07:38:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
665025,2026-03-21 07:38:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
665026,2026-03-21 07:38:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
665027,2026-03-21 07:38:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
665028,2026-03-21 07:38:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
665029,2026-03-21 07:38:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",1,1,0,13,18,51.505014,-0.17306
665030,2026-03-21 07:38:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
665031,2026-03-21 07:38:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
665032,2026-03-21 07:38:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
665033,2026-03-21 07:38:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
665034,2026-03-21 07:38:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
665035,2026-03-21 07:40:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
665036,2026-03-21 07:40:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
665037,2026-03-21 07:40:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
665038,2026-03-21 07:40:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
665039,2026-03-21 07:40:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
665040,2026-03-21 07:40:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
665041,2026-03-21 07:40:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
665042,2026-03-21 07:40:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
665043,2026-03-21 07:40:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
665044,2026-03-21 07:40:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
665045,2026-03-21 07:40:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
665046,2026-03-21 07:40:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
665047,2026-03-21 07:40:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
665048,2026-03-21 07:40:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
665049,2026-03-21 07:40:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
665050,2026-03-21 07:40:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",1,1,0,13,18,51.505014,-0.17306
665051,2026-03-21 07:40:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
665052,2026-03-21 07:40:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
665053,2026-03-21 07:40:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
665054,2026-03-21 07:40:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
665055,2026-03-21 07:40:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
665056,2026-03-21 07:41:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
665057,2026-03-21 07:41:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
665058,2026-03-21 07:41:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
665059,2026-03-21 07:41:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
665060,2026-03-21 07:41:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
665061,2026-03-21 07:41:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
665062,2026-03-21 07:41:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
665063,2026-03-21 07:41:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
665064,2026-03-21 07:41:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
665065,2026-03-21 07:41:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
665066,2026-03-21 07:41:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
665067,2026-03-21 07:41:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
665068,2026-03-21 07:41:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
665069,2026-03-21 07:41:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
665070,2026-03-21 07:41:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
665071,2026-03-21 07:41:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",1,1,0,13,18,51.505014,-0.17306
665072,2026-03-21 07:41:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
665073,2026-03-21 07:41:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
665074,2026-03-21 07:41:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
665075,2026-03-21 07:41:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
665076,2026-03-21 07:41:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
665077,2026-03-21 07:42:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
665078,2026-03-21 07:42:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
665079,2026-03-21 07:42:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
665080,2026-03-21 07:42:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
665081,2026-03-21 07:42:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
665082,2026-03-21 07:42:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
665083,2026-03-21 07:42:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
665084,2026-03-21 07:42:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
665085,2026-03-21 07:42:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
665086,2026-03-21 07:42:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
665087,2026-03-21 07:42:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
665088,2026-03-21 07:42:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
665089,2026-03-21 07:42:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
665090,2026-03-21 07:42:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
665091,2026-03-21 07:42:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
665092,2026-03-21 07:42:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",1,1,0,13,18,51.505014,-0.17306
665093,2026-03-21 07:42:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
665094,2026-03-21 07:42:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
665095,2026-03-21 07:42:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
665096,2026-03-21 07:42:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
665097,2026-03-21 07:42:00+00,BikePoints_163,"Sloane Avenue, Knightsbridge",2,2,0,19,27,51.493184,-0.167894
665098,2026-03-21 07:43:00+00,BikePoints_428,"Exhibition Road, Knightsbridge",0,0,0,13,20,51.499917,-0.174554
665099,2026-03-21 07:43:00+00,BikePoints_432,"Exhibition Road Museums 1, South Kensington",1,0,1,11,13,51.496468,-0.173796
665100,2026-03-21 07:43:00+00,BikePoints_482,"Exhibition Road Museums 2, South Kensington",0,0,0,14,14,51.495947,-0.173689
665101,2026-03-21 07:43:00+00,BikePoints_392,"Imperial College, Knightsbridge",0,0,0,29,33,51.499428,-0.179702
665102,2026-03-21 07:43:00+00,BikePoints_878,"Victoria & Albert Museum, South Kensington",8,8,0,19,30,51.495898,-0.173009
665103,2026-03-21 07:43:00+00,BikePoints_258,"Kensington Gore, Knightsbridge",1,1,0,21,23,51.501432,-0.178656
665104,2026-03-21 07:43:00+00,BikePoints_266,"Queen's Gate (North), Kensington",0,0,0,35,41,51.501026,-0.180246
665105,2026-03-21 07:43:00+00,BikePoints_150,"Holy Trinity Brompton, Knightsbridge",17,17,0,9,28,51.497056,-0.168917
665106,2026-03-21 07:43:00+00,BikePoints_378,"Natural History Museum, South Kensington",6,6,0,32,42,51.495592,-0.179077
665107,2026-03-21 07:43:00+00,BikePoints_350,"Queen's Gate, Kensington Gardens",0,0,0,14,21,51.501715,-0.179854
665108,2026-03-21 07:43:00+00,BikePoints_356,"South Kensington Station, South Kensington",0,0,0,10,15,51.494412,-0.173881
665109,2026-03-21 07:43:00+00,BikePoints_231,"Queen's Gate (Central), South Kensington",12,8,4,13,31,51.493967,-0.178732
665110,2026-03-21 07:43:00+00,BikePoints_97,"Gloucester Road (North), Kensington",7,7,0,9,18,51.497924,-0.183834
665111,2026-03-21 07:43:00+00,BikePoints_113,"Gloucester Road (Central), South Kensington",5,3,2,11,19,51.496462,-0.183289
665112,2026-03-21 07:43:00+00,BikePoints_292,"Montpelier Street, Knightsbridge",9,8,1,7,16,51.498884,-0.165471
665113,2026-03-21 07:43:00+00,BikePoints_300,"Serpentine Car Park, Hyde Park",1,1,0,13,18,51.505014,-0.17306
665114,2026-03-21 07:43:00+00,BikePoints_405,"Gloucester Road Station, South Kensington",0,0,0,12,15,51.494185,-0.18267
665115,2026-03-21 07:43:00+00,BikePoints_187,"Queen's Gate (South), South Kensington",1,1,0,23,25,51.492479,-0.178433
665116,2026-03-21 07:43:00+00,BikePoints_404,"Palace Gate, Kensington Gardens",4,3,1,5,13,51.502042,-0.1844
665117,2026-03-21 07:43:00+00,BikePoints_36,"De Vere Gardens, Kensington",5,3,2,21,28,51.501737,-0.18498
