id,temperature_c,created_at
60128,10.54,2026-02-27 23:14:47.071324+00
60129,9.8,2026-02-27 23:15:24.984135+00
60130,10.18,2026-02-27 23:16:11.869879+00
60131,10.23,2026-02-27 23:17:18.246929+00
60132,10.75,2026-02-27 23:18:11.142047+00
60133,11.47,2026-02-27 23:19:32.058746+00
60134,9.62,2026-02-27 23:20:06.783216+00
60135,11.45,2026-02-27 23:21:46.511587+00
60136,10.89,2026-02-27 23:22:17.285479+00
60137,10.17,2026-02-27 23:23:36.134964+00
60138,10.34,2026-02-27 23:25:28.109649+00
60139,9.49,2026-02-27 23:26:28.823865+00
60140,11.37,2026-02-27 23:27:43.073711+00
60141,9.77,2026-02-27 23:28:26.466427+00
60142,11.09,2026-02-27 23:29:00.904381+00
60143,10.71,2026-02-27 23:30:35.628744+00
60144,10.68,2026-02-27 23:31:13.801932+00
60145,10.51,2026-02-27 23:32:19.566917+00
60146,10.55,2026-02-27 23:33:29.385311+00
60147,10.15,2026-02-27 23:34:46.500169+00
60148,11.17,2026-02-27 23:35:11.558167+00
60149,9.62,2026-02-27 23:36:12.510983+00
60150,10.53,2026-02-27 23:37:05.801915+00
60151,9.95,2026-02-27 23:38:02.062276+00
60152,9.72,2026-02-27 23:40:09.360542+00
60153,9.44,2026-02-27 23:41:33.679616+00
60154,10.24,2026-02-27 23:42:48.14314+00
60155,10.08,2026-02-27 23:43:20.994356+00
60156,9.71,2026-02-27 23:44:40.869899+00
60157,10.53,2026-02-27 23:45:20.904169+00
60158,9.46,2026-02-27 23:46:07.138124+00
60159,9.64,2026-02-27 23:47:10.72239+00
60160,11.3,2026-02-27 23:48:40.696817+00
60161,9.56,2026-02-27 23:49:22.484462+00
60162,10.15,2026-02-27 23:50:14.356208+00
60163,9.43,2026-02-27 23:51:28.239164+00
60164,9.59,2026-02-27 23:52:14.047618+00
60165,10.49,2026-02-27 23:54:19.368997+00
60166,10.45,2026-02-27 23:55:16.691837+00
60167,10.13,2026-02-27 23:56:20.458085+00
60168,10.48,2026-02-27 23:57:15.144536+00
60169,11.04,2026-02-27 23:58:29.087247+00
60170,9.7,2026-02-27 23:59:45.876063+00
60171,9.52,2026-02-28 00:00:38.153876+00
60172,9.57,2026-02-28 00:01:23.206895+00
60173,9.45,2026-02-28 00:02:22.686227+00
60174,10.11,2026-02-28 00:03:05.87746+00
60175,10.48,2026-02-28 00:04:14.296578+00
60176,10.56,2026-02-28 00:05:29.064963+00
60177,10.92,2026-02-28 00:06:48.664337+00
60178,11.24,2026-02-28 00:07:07.834929+00
60179,10.32,2026-02-28 00:09:08.623958+00
60180,10.34,2026-02-28 00:10:41.604971+00
60181,9.74,2026-02-28 00:11:14.108953+00
60182,10.62,2026-02-28 00:12:24.352489+00
60183,9.58,2026-02-28 00:13:11.033383+00
60184,10.19,2026-02-28 00:14:31.85934+00
60185,10.1,2026-02-28 00:15:20.542286+00
60186,10.97,2026-02-28 00:16:30.49814+00
60187,9.27,2026-02-28 00:17:35.082814+00
60188,10.92,2026-02-28 00:18:09.461232+00
60189,10.21,2026-02-28 00:19:44.162932+00
60190,10.47,2026-02-28 00:20:02.50149+00
60191,11.02,2026-02-28 00:21:36.471752+00
60192,9.49,2026-02-28 00:22:25.402189+00
60193,10.27,2026-02-28 00:24:09.621543+00
60194,10.84,2026-02-28 00:25:38.696661+00
60195,10.63,2026-02-28 00:26:22.722611+00
60196,11.25,2026-02-28 00:27:02.116311+00
60197,9.99,2026-02-28 00:28:03.08931+00
60198,11.2,2026-02-28 00:29:40.096897+00
60199,10.02,2026-02-28 00:30:32.558195+00
60200,10.17,2026-02-28 00:31:01.546629+00
60201,11.22,2026-02-28 00:32:13.933277+00
60202,9.95,2026-02-28 00:33:45.886224+00
60203,11.12,2026-02-28 00:34:35.99549+00
60204,10.28,2026-02-28 00:35:20.233769+00
60205,9.9,2026-02-28 00:36:07.028678+00
60206,9.41,2026-02-28 00:38:21.154567+00
60207,11.28,2026-02-28 00:39:03.461546+00
60208,9.91,2026-02-28 00:40:26.381358+00
60209,10.41,2026-02-28 00:41:36.673548+00
60210,10.58,2026-02-28 00:42:12.738585+00
60211,10.25,2026-02-28 00:43:32.239742+00
60212,10.01,2026-02-28 00:44:01.999493+00
60213,9.7,2026-02-28 00:45:06.180076+00
60214,10.25,2026-02-28 00:46:02.616361+00
60215,10.09,2026-02-28 00:47:30.921634+00
60216,9.62,2026-02-28 00:48:32.300263+00
60217,9.79,2026-02-28 00:49:17.612213+00
60218,9.49,2026-02-28 00:50:09.093302+00
60219,10.42,2026-02-28 00:51:45.105517+00
60220,11.05,2026-02-28 00:52:38.86538+00
60221,10.15,2026-02-28 00:54:24.841914+00
60222,9.15,2026-02-28 00:55:19.910741+00
60223,9.21,2026-02-28 00:56:36.808991+00
60224,9.63,2026-02-28 00:57:05.598474+00
60225,10.74,2026-02-28 00:58:05.262476+00
60226,9.45,2026-02-28 00:59:04.738443+00
60227,10.38,2026-02-28 01:00:41.794572+00
60228,10.07,2026-02-28 01:01:23.506556+00
60229,10.91,2026-02-28 01:02:49.778581+00
60230,10.3,2026-02-28 01:03:44.25424+00
60231,9.66,2026-02-28 01:04:43.748977+00
60232,10.52,2026-02-28 01:05:08.735397+00
60233,10.63,2026-02-28 01:06:35.478334+00
60234,10.76,2026-02-28 01:08:00.535622+00
60235,10.11,2026-02-28 01:09:32.491959+00
60236,9.78,2026-02-28 01:10:09.896055+00
60237,9.68,2026-02-28 01:11:49.637195+00
60238,9.22,2026-02-28 01:12:44.339122+00
60239,9.77,2026-02-28 01:13:26.358449+00
60240,9.79,2026-02-28 01:14:17.237415+00
60241,10.71,2026-02-28 01:15:31.616422+00
60242,10.19,2026-02-28 01:16:27.843194+00
60243,10.97,2026-02-28 01:17:31.702068+00
60244,10.99,2026-02-28 01:18:39.694384+00
60245,10.47,2026-02-28 01:19:30.037658+00
60246,9.89,2026-02-28 01:20:39.606986+00
60247,10.74,2026-02-28 01:21:00.630306+00
60248,10.53,2026-02-28 01:23:10.104169+00
60249,9.24,2026-02-28 01:24:01.283141+00
60250,9.44,2026-02-28 01:25:05.976438+00
60251,10.7,2026-02-28 01:26:23.831628+00
60252,10.42,2026-02-28 01:27:20.244605+00
60253,9.28,2026-02-28 01:28:43.038278+00
60254,10.15,2026-02-28 01:29:09.33702+00
60255,10.17,2026-02-28 01:30:47.209882+00
60256,10.04,2026-02-28 01:31:26.668657+00
60257,9.35,2026-02-28 01:32:12.952934+00
60258,10.6,2026-02-28 01:33:48.666918+00
60259,9.77,2026-02-28 01:34:28.189512+00
60260,10.28,2026-02-28 01:35:02.040199+00
60261,9.33,2026-02-28 01:36:07.41279+00
60262,10.63,2026-02-28 01:37:18.093711+00
60263,9.18,2026-02-28 01:39:00.16842+00
60264,9.55,2026-02-28 01:40:22.015444+00
60265,9.53,2026-02-28 01:41:26.949065+00
60266,9.91,2026-02-28 01:42:02.446207+00
60267,10.77,2026-02-28 01:43:20.98117+00
60268,10.82,2026-02-28 01:44:14.567837+00
60269,10.92,2026-02-28 01:45:18.679624+00
60270,9.92,2026-02-28 01:46:24.98267+00
60271,10.89,2026-02-28 01:47:26.199339+00
60272,10.14,2026-02-28 01:48:31.106269+00
60273,9.56,2026-02-28 01:49:00.287956+00
60274,9.95,2026-02-28 01:50:43.871714+00
60275,10.83,2026-02-28 01:51:05.88436+00
60276,9.59,2026-02-28 01:53:14.537135+00
60277,10.63,2026-02-28 01:54:47.358485+00
60278,9.2,2026-02-28 01:55:12.549117+00
60279,10.69,2026-02-28 01:56:28.338049+00
60280,10.9,2026-02-28 01:57:33.864038+00
60281,10.76,2026-02-28 01:58:49.897461+00
60282,10.38,2026-02-28 01:59:25.834101+00
60283,9.67,2026-02-28 02:00:09.178989+00
60284,9.96,2026-02-28 02:01:48.977694+00
60285,10.18,2026-02-28 02:02:33.660421+00
60286,8.98,2026-02-28 02:03:48.189653+00
60287,10.48,2026-02-28 02:04:33.495711+00
60288,9.1,2026-02-28 02:05:07.654754+00
60289,10.08,2026-02-28 02:06:09.109822+00
60290,9.85,2026-02-28 02:08:29.955706+00
60291,10.32,2026-02-28 02:09:37.600106+00
60292,10.74,2026-02-28 02:10:02.547631+00
60293,9.33,2026-02-28 02:11:45.860958+00
60294,10.45,2026-02-28 02:12:13.649098+00
60295,10.51,2026-02-28 02:13:17.30614+00
60296,10.87,2026-02-28 02:14:33.360119+00
60297,9.33,2026-02-28 02:15:13.149494+00
60298,10.74,2026-02-28 02:16:21.223633+00
60299,10.78,2026-02-28 02:17:39.522275+00
60300,10.37,2026-02-28 02:18:48.825013+00
60301,10.48,2026-02-28 02:19:31.974277+00
60302,10.12,2026-02-28 02:20:31.82706+00
60303,9.9,2026-02-28 02:21:49.046647+00
60304,8.97,2026-02-28 02:23:09.016859+00
60305,9.06,2026-02-28 02:24:43.805648+00
60306,10.2,2026-02-28 02:25:13.388518+00
60307,10.34,2026-02-28 02:26:40.594612+00
60308,9.16,2026-02-28 02:27:38.296372+00
60309,9.99,2026-02-28 02:28:03.57313+00
60310,10.15,2026-02-28 02:29:31.549297+00
60311,10.53,2026-02-28 02:30:06.360652+00
60312,10.21,2026-02-28 02:31:36.490858+00
60313,9.93,2026-02-28 02:32:47.898432+00
60314,10.79,2026-02-28 02:33:46.701917+00
60315,9.44,2026-02-28 02:34:41.622567+00
60316,10.32,2026-02-28 02:35:23.931536+00
60317,8.94,2026-02-28 02:36:21.197125+00
60318,10.05,2026-02-28 02:37:34.49258+00
60319,9.57,2026-02-28 02:39:31.566311+00
60320,9.76,2026-02-28 02:40:34.28456+00
60321,8.92,2026-02-28 02:41:26.344436+00
60322,9.89,2026-02-28 02:42:23.009811+00
60323,9.85,2026-02-28 02:43:41.469038+00
60324,8.95,2026-02-28 02:44:29.522083+00
60325,9.52,2026-02-28 02:45:02.519693+00
60326,9.09,2026-02-28 02:46:06.563203+00
60327,9.61,2026-02-28 02:47:48.941481+00
60328,9.53,2026-02-28 02:48:34.073134+00
60329,10.17,2026-02-28 02:49:20.358511+00
60330,9.96,2026-02-28 02:50:39.907777+00
60331,9.15,2026-02-28 02:51:14.608901+00
60332,9.7,2026-02-28 02:52:37.083235+00
60333,10.17,2026-02-28 02:54:42.381774+00
60334,9.41,2026-02-28 02:55:43.371686+00
60335,10.49,2026-02-28 02:56:05.384353+00
60336,9.08,2026-02-28 02:57:04.291477+00
60337,8.98,2026-02-28 02:58:34.390678+00
60338,10.02,2026-02-28 02:59:44.739667+00
60339,10.38,2026-02-28 03:00:20.613157+00
60340,9.66,2026-02-28 03:01:22.424896+00
60341,8.83,2026-02-28 03:02:28.823878+00
60342,9.55,2026-02-28 03:03:45.543485+00
60343,10.07,2026-02-28 03:04:24.065966+00
60344,9.13,2026-02-28 03:05:40.235328+00
60345,8.85,2026-02-28 03:06:01.213508+00
60346,10.07,2026-02-28 03:07:32.710112+00
60347,9.1,2026-02-28 03:09:16.587403+00
60348,9.89,2026-02-28 03:10:01.312625+00
60349,9.31,2026-02-28 03:11:18.997428+00
60350,9.06,2026-02-28 03:12:00.467115+00
60351,9.69,2026-02-28 03:13:38.460014+00
60352,9.44,2026-02-28 03:14:44.330212+00
60353,9.1,2026-02-28 03:15:33.803063+00
60354,9.97,2026-02-28 03:16:08.834976+00
60355,10.11,2026-02-28 03:17:48.505615+00
60356,9.38,2026-02-28 03:18:39.117822+00
60357,8.96,2026-02-28 03:19:24.453595+00
60358,9.95,2026-02-28 03:20:29.007207+00
60359,9.17,2026-02-28 03:21:32.958567+00
60360,9.3,2026-02-28 03:22:30.384273+00
60361,10.37,2026-02-28 03:24:26.367215+00
60362,9.41,2026-02-28 03:25:36.370983+00
60363,9.06,2026-02-28 03:26:24.15278+00
60364,8.89,2026-02-28 03:27:00.794296+00
60365,9.07,2026-02-28 03:28:36.801856+00
60366,9.67,2026-02-28 03:29:41.952547+00
60367,9.85,2026-02-28 03:30:46.620927+00
60368,9.47,2026-02-28 03:31:29.994824+00
60369,10.57,2026-02-28 03:32:20.029179+00
60370,9.75,2026-02-28 03:33:38.002456+00
60371,10.53,2026-02-28 03:34:40.896204+00
60372,9.91,2026-02-28 03:35:20.718946+00
60373,9.34,2026-02-28 03:37:37.597207+00
60374,8.9,2026-02-28 03:38:12.343164+00
60375,9.34,2026-02-28 03:39:21.156746+00
60376,9.66,2026-02-28 03:40:04.177375+00
60377,8.67,2026-02-28 03:41:32.758049+00
60378,9.8,2026-02-28 03:42:26.76626+00
60379,9.37,2026-02-28 03:43:36.792634+00
60380,10.24,2026-02-28 03:44:17.930897+00
60381,8.64,2026-02-28 03:45:27.507941+00
60382,9.44,2026-02-28 03:46:15.043132+00
60383,9.29,2026-02-28 03:47:47.720068+00
60384,10.25,2026-02-28 03:48:13.936523+00
60385,8.76,2026-02-28 03:49:29.398322+00
60386,10.32,2026-02-28 03:50:02.832414+00
60387,9.4,2026-02-28 03:52:42.37982+00
60388,8.99,2026-02-28 03:53:40.516657+00
60389,9.61,2026-02-28 03:54:08.443939+00
60390,10.44,2026-02-28 03:55:23.385331+00
60391,10.35,2026-02-28 03:56:48.323402+00
60392,10.12,2026-02-28 03:57:40.651215+00
60393,8.84,2026-02-28 03:58:14.708496+00
60394,8.64,2026-02-28 03:59:32.589079+00
60395,9.63,2026-02-28 04:00:17.671655+00
60396,8.55,2026-02-28 04:01:28.575199+00
60397,10.45,2026-02-28 04:02:48.725491+00
60398,9.21,2026-02-28 04:03:43.910781+00
60399,10.23,2026-02-28 04:04:43.177814+00
60400,10.26,2026-02-28 04:05:28.17541+00
60401,9.21,2026-02-28 04:06:02.840592+00
60402,9.7,2026-02-28 04:08:21.660801+00
60403,10.03,2026-02-28 04:09:25.529494+00
60404,9.78,2026-02-28 04:10:11.964277+00
60405,10.47,2026-02-28 04:11:30.569857+00
60406,9.51,2026-02-28 04:12:02.455001+00
60407,9.75,2026-02-28 04:13:09.258175+00
60408,9.33,2026-02-28 04:14:19.388273+00
60409,9.1,2026-02-28 04:15:00.226122+00
60410,9.9,2026-02-28 04:16:06.624093+00
60411,8.84,2026-02-28 04:17:12.612422+00
60412,9.09,2026-02-28 04:18:13.20006+00
60413,8.8,2026-02-28 04:19:39.33763+00
60414,9.77,2026-02-28 04:20:21.328923+00
60415,9.78,2026-02-28 04:21:14.914025+00
60416,8.69,2026-02-28 04:23:39.17057+00
60417,8.77,2026-02-28 04:24:19.485542+00
60418,9.87,2026-02-28 04:25:03.874409+00
60419,10.47,2026-02-28 04:26:27.289881+00
60420,9.92,2026-02-28 04:27:30.396075+00
60421,9.75,2026-02-28 04:28:49.85384+00
60422,9.47,2026-02-28 04:29:37.241562+00
60423,9.12,2026-02-28 04:30:20.339925+00
60424,9.71,2026-02-28 04:32:18.985464+00
60425,8.73,2026-02-28 04:33:40.630194+00
60426,8.99,2026-02-28 04:35:38.212805+00
60427,10.24,2026-02-28 04:36:42.527589+00
60428,8.9,2026-02-28 04:37:28.016955+00
60429,10.3,2026-02-28 04:38:07.739271+00
60430,10.44,2026-02-28 04:39:28.066381+00
60431,10.11,2026-02-28 04:40:04.271417+00
60432,10.27,2026-02-28 04:41:30.013065+00
60433,9.44,2026-02-28 04:42:09.302676+00
60434,9.12,2026-02-28 04:43:26.335546+00
60435,9.66,2026-02-28 04:44:43.910375+00
60436,9.62,2026-02-28 04:45:45.050701+00
60437,8.33,2026-02-28 04:46:38.052048+00
60438,9.55,2026-02-28 04:47:26.918945+00
60439,10.19,2026-02-28 04:48:02.020272+00
60440,9.56,2026-02-28 04:50:00.090223+00
60441,9.32,2026-02-28 04:51:15.837148+00
60442,9.24,2026-02-28 04:52:01.105959+00
60443,9.53,2026-02-28 04:53:32.98214+00
60444,9.32,2026-02-28 04:54:39.179705+00
60445,8.59,2026-02-28 04:55:15.870697+00
60446,9.4,2026-02-28 04:56:34.390527+00
60447,9.37,2026-02-28 04:57:05.797606+00
60448,10.05,2026-02-28 04:58:43.949455+00
60449,9.44,2026-02-28 04:59:00.38483+00
60450,9.24,2026-02-28 05:00:11.547883+00
60451,9.67,2026-02-28 05:01:30.713327+00
60452,9.19,2026-02-28 05:02:10.83347+00
60453,9.29,2026-02-28 05:04:22.980646+00
60454,9.46,2026-02-28 05:05:24.523311+00
60455,8.98,2026-02-28 05:06:00.741512+00
60456,9.46,2026-02-28 05:07:10.242535+00
60457,8.37,2026-02-28 05:08:04.159122+00
60458,8.62,2026-02-28 05:09:44.77222+00
60459,8.71,2026-02-28 05:10:45.512116+00
60460,9.76,2026-02-28 05:11:19.013306+00
60461,9.1,2026-02-28 05:12:34.360706+00
60462,9.03,2026-02-28 05:13:45.285167+00
60463,9.07,2026-02-28 05:14:21.885325+00
60464,8.67,2026-02-28 05:15:07.745924+00
60465,9.4,2026-02-28 05:16:03.563673+00
60466,9.3,2026-02-28 05:17:44.293124+00
60467,9.99,2026-02-28 05:19:42.001414+00
60468,8.29,2026-02-28 05:20:15.686183+00
60469,8.49,2026-02-28 05:21:26.940482+00
60470,9.72,2026-02-28 05:22:01.994746+00
60471,10.17,2026-02-28 05:23:20.134339+00
60472,8.56,2026-02-28 05:24:46.613967+00
60473,8.39,2026-02-28 05:25:06.759781+00
60474,9.37,2026-02-28 05:26:34.698101+00
60475,8.42,2026-02-28 05:27:11.770629+00
60476,8.86,2026-02-28 05:28:40.9888+00
60477,8.92,2026-02-28 05:29:00.642155+00
60478,8.33,2026-02-28 05:30:37.492704+00
60479,8.87,2026-02-28 05:31:01.172293+00
60480,8.78,2026-02-28 05:33:41.537646+00
60481,9,2026-02-28 05:34:37.492779+00
60482,8.22,2026-02-28 05:35:08.907846+00
60483,9.17,2026-02-28 05:36:18.436632+00
60484,8.7,2026-02-28 05:37:02.10899+00
60485,7.9,2026-02-28 05:38:33.457128+00
60486,8.49,2026-02-28 05:39:19.23446+00
60487,7.96,2026-02-28 05:40:14.579944+00
60488,8.8,2026-02-28 05:41:22.01492+00
60489,9.14,2026-02-28 05:42:24.505577+00
60490,9.15,2026-02-28 05:43:25.320857+00
60491,9.84,2026-02-28 05:44:13.428252+00
60492,9.2,2026-02-28 05:45:27.776222+00
60493,9.21,2026-02-28 05:46:17.006891+00
60494,8.35,2026-02-28 05:48:02.330183+00
60495,8.04,2026-02-28 05:49:43.743603+00
60496,8.4,2026-02-28 05:50:15.830555+00
60497,7.96,2026-02-28 05:51:36.187978+00
60498,7.74,2026-02-28 05:52:27.194357+00
60499,8.71,2026-02-28 05:53:37.738114+00
60500,9.12,2026-02-28 05:54:33.07331+00
60501,8.97,2026-02-28 05:55:33.413313+00
60502,8.62,2026-02-28 05:56:19.290588+00
60503,8.04,2026-02-28 05:57:03.914051+00
60504,7.83,2026-02-28 05:58:37.711591+00
60505,8.58,2026-02-28 05:59:02.245123+00
60506,8.55,2026-02-28 06:00:23.698491+00
60507,7.62,2026-02-28 06:01:22.838018+00
60508,7.64,2026-02-28 06:02:31.886579+00
60509,8.37,2026-02-28 06:04:49.939088+00
60510,9.5,2026-02-28 06:05:06.258054+00
60511,8.87,2026-02-28 06:06:07.412412+00
60512,9.28,2026-02-28 06:07:33.349113+00
60513,8.23,2026-02-28 06:08:02.086109+00
60514,9.45,2026-02-28 06:09:24.084937+00
60515,9.49,2026-02-28 06:10:13.670153+00
60516,8.01,2026-02-28 06:11:25.273512+00
60517,8.65,2026-02-28 06:12:40.963446+00
60518,8.7,2026-02-28 06:13:05.301942+00
60519,8.26,2026-02-28 06:14:04.791156+00
60520,7.5,2026-02-28 06:15:36.004852+00
60521,7.43,2026-02-28 06:16:01.007677+00
60522,7.44,2026-02-28 06:18:07.025074+00
60523,8.51,2026-02-28 06:19:49.831766+00
60524,7.81,2026-02-28 06:20:07.526828+00
60525,9.39,2026-02-28 06:21:07.611243+00
60526,8.99,2026-02-28 06:22:33.137515+00
60527,9.39,2026-02-28 06:23:41.379911+00
60528,8.21,2026-02-28 06:24:14.427606+00
60529,8,2026-02-28 06:25:03.958349+00
60530,9.16,2026-02-28 06:26:25.249283+00
60531,8.51,2026-02-28 06:27:31.136834+00
60532,9.21,2026-02-28 06:28:01.835674+00
60533,7.58,2026-02-28 06:29:48.354907+00
60534,8.89,2026-02-28 06:30:31.021385+00
60535,8.79,2026-02-28 06:31:31.820636+00
60536,7.63,2026-02-28 06:32:45.119075+00
60537,7.38,2026-02-28 06:34:19.505912+00
60538,8.8,2026-02-28 06:35:30.008637+00
60539,7.53,2026-02-28 06:36:18.027381+00
60540,9.01,2026-02-28 06:37:08.903943+00
60541,8.22,2026-02-28 06:38:37.180615+00
60542,7.83,2026-02-28 06:39:46.632594+00
60543,7.84,2026-02-28 06:40:20.549036+00
60544,8.27,2026-02-28 06:41:33.209982+00
60545,7.49,2026-02-28 06:42:34.242993+00
60546,8.28,2026-02-28 06:43:00.660355+00
60547,7.97,2026-02-28 06:44:34.25708+00
60548,8.85,2026-02-28 06:45:46.923183+00
60549,8.63,2026-02-28 06:46:14.702874+00
60550,7.82,2026-02-28 06:47:15.248216+00
60551,7.62,2026-02-28 06:49:12.485356+00
60552,8.6,2026-02-28 06:50:13.778439+00
60553,8.28,2026-02-28 06:51:49.118181+00
60554,8.1,2026-02-28 06:52:22.900522+00
60555,7.13,2026-02-28 06:53:46.600642+00
60556,7.31,2026-02-28 06:54:18.374416+00
60557,7.15,2026-02-28 06:55:06.03762+00
60558,8.03,2026-02-28 06:56:21.884379+00
60559,8,2026-02-28 06:57:18.948881+00
60560,8.68,2026-02-28 06:58:44.881583+00
60561,7.69,2026-02-28 06:59:24.334825+00
60562,7,2026-02-28 07:00:28.702939+00
60563,7.14,2026-02-28 07:01:37.068655+00
60564,7.74,2026-02-28 07:02:49.270799+00
60565,7.14,2026-02-28 07:03:08.155822+00
60566,8.38,2026-02-28 07:05:09.206287+00
60567,7.34,2026-02-28 07:06:01.970029+00
60568,8.24,2026-02-28 07:07:43.994614+00
60569,8.49,2026-02-28 07:08:47.402574+00
60570,7.59,2026-02-28 07:09:30.843484+00
60571,8,2026-02-28 07:10:41.54179+00
60572,8.51,2026-02-28 07:11:08.300601+00
60573,8.46,2026-02-28 07:12:42.851142+00
60574,7.05,2026-02-28 07:13:36.576299+00
60575,8.54,2026-02-28 07:14:37.079453+00
60576,8.28,2026-02-28 07:15:22.44104+00
60577,8.7,2026-02-28 07:16:21.721892+00
60578,7,2026-02-28 07:17:13.91125+00
60579,8,2026-02-28 07:18:48.552635+00
60580,8.36,2026-02-28 07:19:24.676821+00
60581,8.11,2026-02-28 07:21:43.758193+00
60582,7.7,2026-02-28 07:22:15.815259+00
60583,7.72,2026-02-28 07:23:18.432566+00
60584,8.4,2026-02-28 07:24:22.181321+00
60585,7.87,2026-02-28 07:25:05.123562+00
60586,6.72,2026-02-28 07:26:47.964999+00
60587,8.14,2026-02-28 07:27:41.214419+00
60588,7.49,2026-02-28 07:28:07.720225+00
60589,7.28,2026-02-28 07:29:09.978702+00
60590,7.28,2026-02-28 07:30:31.271623+00
60591,7.28,2026-02-28 07:31:23.406204+00
60592,7.4,2026-02-28 07:32:25.386656+00
60593,7.99,2026-02-28 07:33:07.497175+00
60594,7.01,2026-02-28 07:35:32.359482+00
60595,6.71,2026-02-28 07:36:06.949058+00
60596,7.04,2026-02-28 07:37:30.401358+00
60597,7.77,2026-02-28 07:38:14.192819+00
60598,7.46,2026-02-28 07:39:32.768957+00
60599,7.36,2026-02-28 07:40:18.984574+00
60600,7.86,2026-02-28 07:41:00.417808+00
60601,7.29,2026-02-28 07:42:39.507024+00
60602,7.8,2026-02-28 07:43:43.522242+00
60603,6.74,2026-02-28 07:44:19.473157+00
60604,6.36,2026-02-28 07:45:08.002422+00
60605,6.64,2026-02-28 07:46:41.961301+00
60606,8.05,2026-02-28 07:47:03.566404+00
60607,6.79,2026-02-28 07:48:41.195918+00
60608,7.25,2026-02-28 07:50:31.646389+00
60609,6,2026-02-28 07:51:49.615141+00
60610,6.03,2026-02-28 07:52:31.191118+00
60611,7.2,2026-02-28 07:53:18.950078+00
60612,7.35,2026-02-28 07:54:46.892177+00
60613,7.51,2026-02-28 07:55:04.135751+00
60614,7.37,2026-02-28 07:56:08.043273+00
60615,6.09,2026-02-28 07:57:16.890865+00
60616,6.76,2026-02-28 07:58:16.072131+00
60617,6.65,2026-02-28 07:59:05.878746+00
60618,6.46,2026-02-28 08:00:00.762689+00
60619,6.35,2026-02-28 08:01:12.059175+00
60620,7.36,2026-02-28 08:02:29.741953+00
60621,6.9,2026-02-28 08:04:11.471235+00
60622,7.38,2026-02-28 08:05:28.207396+00
60623,7.73,2026-02-28 08:06:17.291392+00
60624,6.65,2026-02-28 08:07:32.414137+00
60625,6.82,2026-02-28 08:08:39.354496+00
60626,6.04,2026-02-28 08:09:03.813623+00
60627,6.48,2026-02-28 08:10:10.414733+00
60628,6.06,2026-02-28 08:11:17.360194+00
60629,5.95,2026-02-28 08:12:36.618633+00
60630,6.52,2026-02-28 08:13:31.198713+00
60631,6.74,2026-02-28 08:14:35.590438+00
60632,6.66,2026-02-28 08:15:01.887221+00
60633,6.66,2026-02-28 08:16:05.943026+00
60634,7.33,2026-02-28 08:17:40.495454+00
60635,6.29,2026-02-28 08:18:29.306816+00
60636,6.2,2026-02-28 08:21:11.678421+00
60637,7.82,2026-02-28 08:22:21.311116+00
60638,6.53,2026-02-28 08:23:20.818989+00
60639,5.9,2026-02-28 08:24:17.0001+00
60640,6.05,2026-02-28 08:25:11.614403+00
60641,7.36,2026-02-28 08:26:22.621142+00
60642,7.5,2026-02-28 08:27:37.024286+00
60643,6.76,2026-02-28 08:28:38.429046+00
60644,7.22,2026-02-28 08:29:32.696485+00
60645,6.79,2026-02-28 08:30:36.943376+00
60646,6.37,2026-02-28 08:31:15.846349+00
60647,7.21,2026-02-28 08:32:21.011655+00
60648,7.11,2026-02-28 08:34:39.091072+00
60649,7.45,2026-02-28 08:35:20.096671+00
60650,7.09,2026-02-28 08:36:07.535011+00
60651,6.37,2026-02-28 08:37:40.270319+00
60652,6.38,2026-02-28 08:38:35.364252+00
60653,6.64,2026-02-28 08:39:14.617268+00
60654,7.2,2026-02-28 08:40:04.66853+00
60655,7.21,2026-02-28 08:41:46.324373+00
60656,6.03,2026-02-28 08:42:20.902553+00
60657,7.3,2026-02-28 08:43:45.136857+00
60658,6.92,2026-02-28 08:44:21.664632+00
60659,6.16,2026-02-28 08:45:20.982711+00
60660,7.06,2026-02-28 08:46:48.208692+00
60661,7.78,2026-02-28 08:47:20.368051+00
60662,6.63,2026-02-28 08:49:49.013466+00
60663,5.83,2026-02-28 08:50:31.852756+00
60664,6.19,2026-02-28 08:51:26.65962+00
60665,6.9,2026-02-28 08:52:25.779259+00
60666,6.62,2026-02-28 08:53:36.501908+00
60667,7.22,2026-02-28 08:54:46.912023+00
60668,6.54,2026-02-28 08:55:45.423762+00
60669,7.07,2026-02-28 08:56:25.901632+00
60670,7.17,2026-02-28 08:57:03.67373+00
60671,7.49,2026-02-28 08:58:36.226463+00
60672,6.18,2026-02-28 08:59:12.318114+00
60673,7.86,2026-02-28 09:00:31.958935+00
60674,7.12,2026-02-28 09:01:40.605662+00
60675,7.37,2026-02-28 09:02:36.412786+00
60676,7.3,2026-02-28 09:03:29.848566+00
60677,6.05,2026-02-28 09:05:49.215292+00
60678,7.36,2026-02-28 09:06:17.040444+00
60679,7.69,2026-02-28 09:07:19.2044+00
60680,7.4,2026-02-28 09:08:27.416355+00
60681,6.37,2026-02-28 09:09:49.199004+00
60682,7.83,2026-02-28 09:10:06.051509+00
60683,7.88,2026-02-28 09:11:42.591116+00
60684,6.57,2026-02-28 09:12:09.045684+00
60685,7.34,2026-02-28 09:13:40.582911+00
60686,7.69,2026-02-28 09:14:09.258362+00
60687,6.73,2026-02-28 09:15:31.364991+00
